시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자
설문대여성문화센터여성역사문화전시관,공립,제주특별자치도 제주시 선덕로8길 12,,33.4844207,126.500595,064-710-4246,설문대여성문화센터,http://www.jeju.go.kr/swcenter/index.htm,,09:00,18:00,09:00,18:00,연중무휴,0,0,0,,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
세계조가비박물관,사립,제주특별자치도 서귀포시 태평로 284,,33.2474572,126.551644,064-762-5551,세계조가비박물관,http://www.wsmuseum.co.kr/,,08:30,19:00,08:30,19:00,연중무휴,6000,4500,3500,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
메이즈 뮤지움,사립,제주특별자치도 제주시 구좌읍 비자림로 2134-47,,33.488752,126.8009299,064-784-3838,메이즈랜드,http://www.mazeland.co.kr/,,09:00,18:00,09:00,18:00,연중무휴,9000,7000,6000,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
다희연 티 뮤지엄,사립,제주특별자치도 제주시 조천읍 선교로 117,,33.4868918,126.7068136,064-782-0005,다희연,http://www.daheeyeon.com/,,09:00,18:00,09:00,18:00,연중무휴,5000,3000,0,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
제주해양과학관 (아쿠아플라넷),사립,제주특별자치도 서귀포시 성산읍 섭지코지로 93-15,,33.4345727,126.9263432,064-780-0900,한화,http://www.aquaplanet.co.kr/jeju/index.j네,,10:00,19:00,10:00,19:00,연중무휴,39800,38100,36100,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
성안미술관,사립,제주특별자치도 제주시 중앙로 470,,33.4811852,126.5426318,064-729-9175,제주성안교회,http://cafe.daum.net/seongahnart,,10:00,18:00,10:00,18:00,매주 월요일. 국경일,0,0,0,,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
본태박물관,사립,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,,33.3037917,126.3923999,064-792-8108,본태박물관,http://www.bontemuseum.com/,,10:00,18:00,10:00,18:00,연중무휴,16000,11000,10000,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
넥슨컴퓨터 박물관,사립,제주특별자치도 제주시 1100로 3198-8,,33.4720996,126.485864,064-902-3247,NXCL,http://www.nexoncomputermuseum.org/,,10:00,18:00,10:00,18:00,매주 월요일. 설날. 추석,8000,7000,6000,도민할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
제주항공우주박물관,사립,제주특별자치도 서귀포시 안덕면 녹차분재로 218,,33.304846,126.299720,064-800-2009,JDC,https://www.jdc-jam.com/index.jam,,09:00,18:00,09:00,18:00,매월 셋째주 월요일,10000,90000,80000,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
한울랜드뮤지엄,사립,제주특별자치도 제주시 구좌읍 동백로 458,,33.4966373,126.7509617,064-783-5788,한울랜드,http://hanulland.co.kr/,,08:30,18:00,08:30,18:00,연중무휴,9000,7000,7000,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
세계오지민속박물관 (베니스랜드),사립,제주특별자치도 서귀포시 성산읍 서성일로 474,,33.4143870,126.8404900,064-784-6565,베니스랜드,http://theveniceland.com/,,09:00,18:00,09:00,18:00,연중무휴,12000,10000,8000,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
제주커피박물관 바움,사립,제주특별자치도 서귀포시 성산읍 서성일로 1168번길 89-17,,33.4398006,126.8991174,064-784-2255,바움,http://jejubaum.com/,,09:00,18:00,09:00,18:00,연중무휴,0,0,0,,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
닥종이인형박물관,사립,제주특별자치도 서귀포시 월드컵로 33,,33.2472388,126.5092079,064-739-3906,닥종이인형박물관,http://cafe.naver.com/dakpaper,,09:00,18:00,09:00,18:00,연중무휴,5000,4000,3000,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
세계술박물관,사립,제주특별자치도 서귀포시 표선면 한마음초등로 431,,33.3539590,126.8176690,064-787-9500,세계술박물관,https://www.worlm.co.kr/,,09:00,18:00,09:00,18:00,연중무휴,7000,5000,5000,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
기당미술관,공립,제주특별자치도 서귀포시 남성중로 153번길 15,,33.2446568,126.5517975,064-733-1586,기당미술관,http://culture.seogwipo.go.kr/gidang/,,09:00,18:00,09:00,18:00,매주 월요일. 설날. 추석. 1월1일,400,300,150,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
이중섭미술관,공립,제주특별자치도 서귀포시 이중섭로 27-3,,33.2459155,126.5649489,064-760-3567,이중섭미술관,http://culture.seogwipo.go.kr/jslee/,,09:00,18:00,09:00,18:00,매주 월요일. 설날. 추석. 1월1일,1000,500,300,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
김영갑갤러리 (두모악),사립,제주특별자치도 서귀포시 성산읍 삼달로 137,,33.3720645,126.8541795,064-784-9905,두모악,http://www.dumoak.com/,,09:30,18:00,09:30,18:00,매주 수요일. 설날. 추석. 1월1일,3000,2000,1000,도민할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
레오나르도다빈치 과학박물관,사립,제주특별자치도 서귀포시 안덕면 산록남로 788,,33.3193930,126.3861050,064-794-5115,(주)휘찬,http://www.davincimuseum.co.kr/,,09:00,18:00,09:00,18:00,연중무휴,9000,8000,7000,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
자연사랑 미술관,사립,제주특별자치도 서귀포시 표선면 가시로613번길 46,,33.3554682,126.7714844,064-787-3110,자연사랑,http://hallaphoto.com/default/,,10:00,18:00,10:00,18:00,연중무휴,3000,2000,1000,도민할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
러브랜드 미술관,사립,제주특별자치도 제주시 1100로 2894-72,,33.4519922,126.4890053,064-712-6988,러브랜드,http://www.jejuloveland.com/,,09:00,24:00,09:00,24:00,연중무휴,9000,0,0,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
제주 현대미술관,공립,제주특별자치도 제주시 한경면 저지14길 35 외 3필지,,33.3396670,126.2656710,064-772-4003,제주 현대미술관,http://jejumuseum.go.kr/kor/,,09:00,18:00,09:00,18:00,매주 월요일. 설날. 추석. 1월1일,1000,500,300,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
돌하르방공원,사립,제주특별자치도 제주시 조천읍 북촌서1길 70,,33.5387743,126.6887213,064-782-0570,돌하르방공원,http://www.dolharbangpark.co.kr/,,09:00,18:00,09:00,18:00,연중무휴,4000,3000,3000,,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
포레스트판타지아,사립,제주특별자치도 서귀포시 안덕면 일주서로 1836,,33.256807,126.321633,064-794-9680,제주조각공원,http://forestfantasia.com/,,09:00,24:00,09:00,24:00,연중무휴,15000,13000,10000,전일권. 주간권 별도,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
제주도립 김창열미술관,공립,제주특별자치도 제주시 한림읍 용금로 883-5,,33.3389037,126.2682351,064-710-4141,제주도립 김창열미술관,http://kimtschang-yeul.jeju.go.kr/,,09:00,18:00,09:00,18:00,매주 월요일. 설날. 추석. 1월1일,1000,500,300,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
제주 유리의 성,사립,제주특별자치도 제주시 한경면 녹차분재로 462,,33.3148365,126.2734488,064-772-7777,제주 유리의 성,http://www.jejuglasscastle.com/,,09:00,18:00,09:00,18:00,연중무휴,11000,9000,8000,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
소암기념관,공립,제주특별자치도 서귀포시 물동산길 22,제주특별자치도 서귀포시 서귀동 157-2,33.2451750,126.5676880,064-760-3511,소암기념관,http://culture.seogwipo.go.kr/soam/,,09:00,18:00,09:00,18:00,매주 월요일. 설날. 추석. 1월1일,0,0,0,,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
제주 도립미술관,공립,제주특별자치도 제주시 1100로 2894-78,,33.4526324,126.4896073,064-710-4300,제주 도립미술관,http://jmoa.jeju.go.kr/kor/,,09:00,18:00,09:00,18:00,매주 월요일. 설날. 추석. 1월1일,1000,500,300,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
제주추사관,공립,제주특별자치도 서귀포시 대정읍 추사로 44,,33.249837,126.2786308,064-760-3406,제주추사관,http://culture.seogwipo.go.kr/chusa/,,09:00,18:00,09:00,18:00,매주 월요일. 설날. 추석. 1월1일,500,300,300,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
박물관은살아있다,사립,제주특별자치도 서귀포시 중문관광로 42,,33.2549224,126.4087187,064-805-0888,크리에이티브통,http://www.alivemuseum.com/branch/jeju,,09:00,21:30,09:00,21:30,연중무휴,11000,1000,9000,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
그리스신화박물관,사립,제주특별자치도 제주시 한림읍 광산로 942,,33.347722,126.3568108,064-773-5800,그리스신화박물관,http://www.greekmythology.co.kr/default/,,09:00,18:00,09:00,18:00,연중무휴,9000,8000,8000,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
왈종미술관,사립,제주특별자치도 서귀포시 칠십리로214번길 30,,33.2452223,126.5738961,064-763-3600,재단법인 왈종후연미술문화재단,http://walartmuseum.or.kr/,,10:00,18:00,10:00,18:00,1월1일,5000,3000,3000,단체 관람 시 할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
아라리오뮤지엄,사립,제주특별자치도 제주시 탑동로 14,,33.5174219,126.5234393,064-720-8250,아라리오뮤지엄,http://www.arariomuseum.org/main.php,,10:00,19:00,10:00,19:00,매주 월요일,1000,6000,4000,도민할인,,,064-710-3324,제주특별자치도청 문화정책과,2017-05-26
한국이민사박물관,공립,인천광역시 중구 월미로 329,,37.4700766,126.5979473,032-440-4626,인천광역시립박물관,http://mkeh.incheon.go.kr,,09:00,18:00,09:00,18:00,월요일+1월 1일+공휴일 다음날,0,0,0,,,,032-440-4626,인천광역시립박물관,2017-05-12
인천개항박물관,공립,인천광역시 중구 신포로 23번길 89,,37.4732355,126.6182431,032-760-7508,인천광역시중구시설관리공단,http://www.icjgss.or.kr/open_port/,,09:00,18:00,09:00,18:00,연중무휴,500,300,200,관람통합권 10~35퍼센트할인,,,032-760-7508,인천광역시중구시설관리공단,2017-05-12
한국근대문학관,공립,인천광역시 중구 신포로 15번길 76,,37.4726299,126.6186985,032-455-7162,인천문화재단,http://lit.ifac.or.kr/,,10:00,18:00,10:00,18:00,"""매주 월요일 (단, 월요일이 공휴일인 경우 그 다음날) 및 법정공휴일 다음 날 1월 1일, 설날, 추석 또는 인천문화재단 대표이사가 정하는 휴관일""",0,0,0,,,,032-455-7162,인천문화재단,2017-05-12
짜장면박물관,공립,인천광역시 중구 차이나타운로 56-14,,37.4748195,126.6160083,032-773-9812,인천광역시중구시설관리공단,http://www.icjgss.or.kr/jajangmyeon/,,09:00,18:00,09:00,18:00,연중무휴,500,300,200,관람통합권 10~35퍼센트할인,,,032-773-9812,인천광역시중구시설관리공단,2017-05-12
혜명단청박물관,사립,인천광역시 중구 신포로 15번길 48,,37.4718704,126.6198588,032-868-5898,사립(개인),,,10:00,18:00,10:00,18:00,월요일+설날+추석연휴,3000,1500,1500,,,,032-868-5898,사립(개인),2017-05-12
인천학생6.25참전관,사립,인천광역시 중구 우현로 72번길 3-4,,37.4733848,126.6280509,032-766-7757,사립(개인),,,09:00,18:00,09:00,18:00,일요일+설날+추석연휴,0,0,0,,,,032-766-7757,사립(개인),2017-05-12
초연다구박물관,사립,인천광역시 중구 신포로 39번길 8-1(송학동3가),,37.4725979,126.6233759,032-772-9779,사립(개인),,,10:00,17:00,10:00,17:00,월요일+공휴일,3000,1000,1000,,,,032-772-9779,사립(개인),2017-05-12
재미난박물관,사립,인천광역시 중구 인중로 190,,37.4693234,126.6213389,032-765-0780,사립(개인),,,10:00,17:00,10:00,17:00,월요일+명절 전날과 당일날,1000,1500,3000,"""평일은 단체만 이용 가능(방학기간 및 토요일,일요일,공휴일에는 개인, 가족 , 단체 관람이 예약 없이 모두 가능)""",,,032-765-0780,사립(개인),2017-05-12
인천근대박물관,사립,인천광역시 중구 차이나타운로 55번길 16,,37.4741912,126.6169797,032-764-1988,사립(개인),,,10:30,17:00,00:00,00:00,매주 월요일,2000,2000,2000,15인이상 50퍼센트 할인,,,032-764-1988,사립(개인),2017-05-12
인천아트 플랫폼,공립,인천광역시 중구 제물량로 218번길 3,,37.4729337,126.6178586,032-760-1000,인천문화재단,http://www.inartplatform.kr/,,10:00,18:00,10:00,18:00,"""매주 월요일 (단, 월요일이 공휴일인 경우 그 다음날) 및 법정공휴일 다음 날 1월 1일, 설날, 추석 또는 인천문화재단 대표이사가 정하는 휴관일""",0,0,0,,,,032-760-1000,인천문화재단,2017-05-12
남도향토음식박물관,공립,광주광역시 북구 설죽로 477,광주광역시 북구 삼각동 779-2,35.202101,126.898701,062-410-6642,광주광역시 북구청,http://www.namdofoodmuseum.go.kr,뮤지엄샵,09:00,18:00,09:00,18:00,"""매주 월요일,토,일요일을 제외한 공휴일(토,일요일과 겹치는 1월1일, 설날 및 추석 연휴는 휴관일로 함)""",0,0,0,,"""2007년 개관, 음식을 종합적으로 다루는 음식 박물관, 남도의 우수한 전통,향토음식의 보존 및 창의적 계승 발전 도모""","""버스(향토음식박물관): 10, 23, 30, 57, 버스(일곡사거리): 07, 26, 38, 15""",062-410-6637,광주광역시 북구청,2017-05-25
시화문화마을 금봉미술관,공립,광주광역시 북구 각화대로 91,광주광역시 북구 각화동 586,35.179315,126.940318,062-269-9883,시화문화마을 금봉미술관,http://bukgu.gwangju.kr/shihwa,,10:00,18:00,10:00,18:00,"""1월1일, 명절(설·추석) 당일, 매주월요일(단, 월요일이 공휴일인 경우는 그 다음날)""",500,300,200,관람료 무료 예정(2017년 8월),2015년 6월 4일 개관,,062-510-1443,광주광역시 북구청,2017-05-25
녹청자박물관,공립,인천광역시 서구 도요지로 54,인천광역시 서구 경서동 209-3,37.558198,126.656323,032-560-2932,서구문화원,www.nokcheongja.or.kr,카페테리아,09:00,18:00,09:00,18:00,매주 월요일,0,0,0,무료,홈페이지참조,홈페이지참조,032-560-2932,서구문화원,2017-05-24
인하대학교박물관,대학,인천광역시 남구 인하로 100,인천광역시 남구 용현동 253,37.4500221,126.653488,032-860-8260,인하대학교,http://www.inhamuseum.kr,,10:00,14:00,00:00,00:00,"""매주 토요일, 일요일, 공휴일, 개교기념일(4월 24일)""",0,0,0,,"""1976년 개관하여 국내외 자료조사와 연구, 유물수집, 역사, 문화, 민속과 인류학 분야를 수장 전시하고 있다.""","""간선버스 5,5-1,8,9,13,27,46,111-2, 지선버스511,515,516,518,512,517,519, 광역버스1601,9200, 직행좌석3001, 급행간선908, 무료셔틀버스 주안역1번출구""",032-860-8260,인하대학교,2017-05-01
국제성서박물관,사립,인천광역시 남구 경인로349번길 9,인천광역시 남구 주안동 193-3,37.4592296,126.6784608,032-874-0385,국제성서박물관,http://www.biblemuseum.or.kr,,10:00,17:00,00:00,00:00,공휴일과 월요일,0,0,0,,성서수집?연구에 평생을 바친 한경수 목사가 세계 각국에서 모은 1만여 점의 성서와 미국의 성서연구가가 기증한 8천여 점의 성경을 소장하고 있다.,"""시내버스 2, 15, 33, 41""",032-867-0301,국제성서박물관,2017-05-01
불교사리박물관,사립,인천광역시 남구 햇골길 37,인천광역시 남구 학익동 183-4,37.4379024,126.6629337,032-875-2384,불교사리박물관,http://www.sarimuseum.com,,08:00,17:00,08:00,17:00,연중무휴,0,0,0,,"""1947년 창간된 서광사 내에 2002년 개관한 사리박물관은 석가모니의 진신 사리와 그 10대 제자의 사리, 국내외 고승의 사리를 전시?소장하고 있다.""","""시내버스 518, 520""",032-875-2384,불교사리박물관,2017-05-01
범패박물관,사립,인천광역시 남구 경인로70번길 11-13,인천광역시 남구 숭의동 119-7,37.4647523,126.6512175,032-886-0029,범패박물관,http://www.nunghwa.org/xe/museum_01,,10:00,17:00,10:00,17:00,매주월요일,3000,2000,2000,,"""불교의 음악과 무용, 의식에 관한 자료를 체계적으로 수집?연구?보존?전시하는 전문 박물관이다.""","""시내버스 4, 23, 33, 28-1,517,519,506""",032-886-0029,범패박물관,2017-05-01
송암미술관,공립,인천광역시 남구 비류대로55번길 68,인천광역시 남구 학익동 587-145,37.4342786,126.6420845,032-834-2611,송암미술관,http://songam.incheon.go.kr/index.do,,09:00,18:00,09:00,18:00,"""매주월요일,공휴일다음날,1월1일""",0,0,0,매월 마지막주 수요일은 21:00까지개관,"""송암문화재단이 인천광역시에 기증한 미술관은 고서화, 불상, 불기류, 목가구, 공예품, 목판 등 9,385점 소장""","""시내버스 112, 9, 111-2, 8, 16, 521""",032-834-2611,송암미술관,2017-05-01
인천어린이박물관,사립,인천광역시 남구 매소홀로 618,인천광역시 남구 문학동 482,37.4360819,126.6891166,032-432-5600,인천어린이박물관,http://www.enjoymuseum.org,,10:00,18:00,10:00,18:00,"""매주월요일, 설추석 전일과 당일 휴관""",5000,5000,6000,12개월미만 어린이는 무료,어린이가 스스로 사고하고 오감을 사용해 느끼고 생각으로 연결할 수 있는 체험식 박물관이다.,"""시내버스 4, 6, 6-1, 13, 27, 63, 111-2, 303, 515, 522""",032-432-5600,인천어린이박물관,2017-05-01
송암박두성기념관,공립,인천광역시 남구 한나루로길 357번길 105-19,인천광역시 남구 학익동 709-1,37.4492558,126.6669561,032-876-3500,송암박두성기념관,http://ibusongam.or.kr/index.php,,10:00,17:00,00:00,00:00,"""매주 토요일, 일요일, 법정공휴일""",0,0,0,,"""시각 장애인들의 세종대왕으로 불리는 송암은 1910년대 제생원 맹아부 교사로 재직하며 한글 점자를 창안했고, 선생의 삶과 업적을 유품과 자료 등이 전시된 기념관에서 만날 수 있다.""","""시내버스 518,520""",032-876-3500,송암박두성기념관,2017-05-01
함안박물관,공립,경상남도 함안군 가야읍 고분길 153-31,경상남도 함안군 가야읍 도항리 581-1,35.160885,128.241281,055-580-3905,함안군,http://museum.haman.go.kr/,,09:00,18:00,09:00,18:00,매주 월요일,0,0,0,0,함안의 역사와 문화를 종합적으로 전시한 박물관,주차 : 36면,055-580-3905,함안군,2017-05-22
철박물관,사립,충청북도 음성군 감곡면 영산로 360,충청북도 음성군 감곡면 오향리 97,37.090891,127.649421,043-883-2321,세연문화재단,http://www.ironmuseum.or.kr/main.php,세미나실+교육관+아트스튜디오,10:00,17:00,10:00,17:00,1~2월,0,0,0,,2000년도 철의 소중함을 알리고자 일류문명과 함께 해온 철을 주제로 한 박물관,자가용 이용시-중부내률고속도로 감곡IC(10분)  대중교통  동서울터미널-감곡장호원방면,043-883-2321,세연재단,2017-04-30
한독의약박물관,사립,충청북도 음성군 대소면 대풍산단로 78,충청북도 음성군 대소면 대풍리 37,36.970552,127.465238,043-530-1004,한독제석재단,http://www.handokjeseokfoundation.org/museum/index.asp,,09:00,17:00,09:00,17:00,매주월요일 추석 신정 설연휴 하기휴가,0,0,0,,한독의약박물관은 1964년 문을 열었으며  우리나라 최초의 기업박물관이자 의료관련 전문박물관,자가용 이용시-중부고속도로 대소IC 5분거리  대중교통이용시 서울동서울터미널 음성행버스 서울남부버스터미널  진천행 버스,043-530-1004,한독약물,2017-04-30
기지시줄다리기박물관,공립,충청남도 당진시 송악읍 안틀모시길 11,충청남도 당진시 송악읍 기지시리 49-4,36.896281,126.694763,041-350-4929,기지시줄다리기박물관,www.gijisijuldarigi.dangjin.go.kr,"""화장실, 음수대 등""",09:00,17:00,09:00,17:00,"""매주월요일, 1월1일, 추석/설날 당일""",0,0,0,0,국가무형문화재 제75호 기지시줄다리기 소개 및 전시,,041-350-3581,당진시청 문화관광과,2017-05-17
합덕수리민속박물관,공립,충청남도 당진시 합덕읍 덕평로 379-9,충청남도 당진시 합덕읍 합덕리 304-3,36.794128,126.783956,041-350-4931,합덕수리민속박물관,http://hdmuseum.dangjin.go.kr/html/museum/,"""화장실, 음수대 등""",09:00,17:00,09:00,17:00,"""매주월요일, 1월1일, 추석/설날 당일""",0,0,0,0,도지정문화재 제70호 합덕제 소개 및 수리농경도구 전시,,041-350-3583,당진시청 문화관광과,2017-05-17
심훈기념관,공립,충청남도 당진시 송악읍 상록수길 97,충청남도 당진시 송악읍 부곡리 251-2,36.952187,126.771431,041-360-6883,심훈기념관,www.shimhoon.go.kr,"""화장실, 음수대 등""",09:00,17:00,09:00,17:00,"""매주월요일, 1월1일, 추석/설날 당일""",0,0,0,0,"""소설가, 독립운동가 심훈의 생애 및 문학작품 전시""",,041-350-3585,당진시청 문화관광과,2017-05-17
아미미술관,사립,충청남도 당진시 순성면 남부로 753-4,충청남도 당진시 순성면 성북리 160-1,36.861713,126.680344,041-353-1555,아미미술관,http://amiart.co.kr/,"""화장실, 음수대 등""",10:00,18:00,10:00,18:00,연중 무휴,5000,3000,3000,36개월 미만 무료,"""레지던시 작가 작품 전시, 야외전시장(조각 및 설치 미술 전시), 자연학습장""",,041-350-3573,당진시청 문화관광과,2017-05-17
공주민속극박물관,사립,충청남도 공주시 의당면 돌모루2길 17-15,충청남도 공주시 의당면 청룡리 357,36.502221,127.148113,041-855-4933,공주민속극박물관,http://blog.naver.com/mimajiart,"""기념품점,식당""",10:00,17:00,10:00,17:00,"""매주 월요일, 설, 추석 당일""",3000,2500,2000,20인이상 단체,"""충청남도 공주시 의당면 청룡리에 있는 사설 민속극 전문 박물관으로 민속학자 심우성 선생이 평생 수집한 민속 자료 들을 전시하고, 각종 민속 공연, 출판 사업, 다양한 체험 프로그램을 운영하고 있습니다.""",공주종합터미널에서 택시로 10분,041-855-4933,공주민속극박물관,2017-05-23
임립미술관,사립,충청남도 공주시 계룡면 봉곡길 77-13,충청남도 공주시 계룡면 기산리 791-1,36.395926,127.139589,041-856-7749,임립미술관,www.limlipmuseum.org,"""전시공간(5개의 전시실), 야외조각공원, 휴게실, 자료실, 대공연장, 호수와 산책로, 게스트하우스""",10:00,18:00,10:00,18:00,매주 월요일,5000,3000,3000,"""20인이상 단체 1,000원 할인/36개월 이하 85세이상/1급장애인 무료""","""임립미술관은 화가이자 교육자인 임 립이 1996년에 설립하여 1800평 규모의 대지면적에 3개 전시동과 2개의 연수원동이 있습니다. 5개의 전시실과, 교육실, 작업장, 작가 레지던시 시설을 갖추고 있으며 그 외 호수와 산책로, 공연장, 야외조각공원 등의 부대시설을 가지고 있어서 다양한 미술전시와 음악, 연극 등 다양한 장르의 예술행사를 진행하는 지역주민의 휴식과 문화체험을 위한 복합문화공간입니다.""","""갑사, 신원사행 시내버스""",041-856-7749,임립미술관,2017-05-23
석장리박물관,공립,충청남도 공주시 금벽로 990,충청남도 공주시 석장리동 118,36.447599,127.189665,041-840-8924,공주시,http://www.sjnmuseum.go.kr/,휴게실,09:00,18:00,09:00,18:00,"""설, 추석 당일""",1300,800,600,"""통합권(석장리박물관, 공산성, 송산리고분군)어른 : 2,800원청소년 : 1,600원어린이 : 1,100원""",한국 구석기 유적이 최초로 발견된 곳에 세워진 박물관으로 구석기시대의 정취를 한껏 느낄 수 있고 구석기와 관련된 다양한 교육체험프로그램 진행으로 가족단위의 관람객들이 방문하기에 최적의 장소입니다.,"""시내버스570,580번""",041-840-8924,공주시,2017-05-23
충남역사박물관,공립,충청남도 공주시 국고개길 24,충청남도 공주시 중동 284-1,36.453688,127.127152,041-856-8608,충남역사박물관,http://www.cihc.or.kr/museum,"""전시실, 교육실습실, 체험학습실""",09:00,18:00,09:00,18:00,"""1월 1일, 매주 월요일""",0,0,0,없음,"""국가지정 문화재 3건 65점, 도(道)지정 문화재 12건 61점을 비롯하여 총 37,000여점의 유물을 소장하고 있으며 근?현대 충남의 모습을 한 눈에 엿볼 수 있는 상설전시장 외에도 기증?기탁 유물에 대한 특별전 등을 운영하고 있습니다.""",공주종합터미널에서 시내버스로 10분,041-856-8608,충남역사박물관,2017-05-23
계룡산자연사박물관,사립,충청남도 공주시 임금봉길 49-25,충청남도 공주시 반포면 학봉리 511-1,36.366382,127.246330,042-825-4052,(재)청운문화재단,http://www.krnamu.or.kr.,"""박물관, 주차장, 강당, 뮤지엄샵, 카페""",10:00,18:00,10:00,18:00,매주 월요일,9000,6000,4000,"""단체할인, 경로할인, 장애인할인""","""1. 공룡,미라,화석,동물,식물, 광물,보석 전시                     2. 공휴일 및 주말 매시간 전시해설(11:00~16:00)""","""시내버스 48, 107번""",042-825-4052,(재)청운문화재단,2017-05-23
남원향토박물관,박물관,전라북도 남원시 양림길 14-9,전라북도 남원시 어현동 37-158,35.401845,127.386952,063-620-5797,남원시청,www.namwon.go.kr/tour,광한루 063-625-4861+남원 춘향테마파크 063-620-5790~4+남원 항공우주천문대 063-620-8985+남원관광안내센터 063-632-1331,09:00,18:00,09:00,18:00,매주 월요일,0,0,0,0,"""남원 지역은 예로부터 역사와 전통이 깊은 고장으로 많은 문화유산과 민속자료가 산재해 있다. 오랜 역사를 증거 하는 고대시대의 출토유물, 광한루로 대표되는 수준 높았던 조선시대 양반 문화, 정유재란기 왜적에 대항했던 선열들의 정신과 흔적들이 있다. 또한 남원은 세계적 무형유산인 판소리의 고장이며 『춘향전』, 『흥부전』등 고전 문학의 산실이자 주요 배경지였다. 남원향토박물관은 산재해 있는 남원의 유형 · 무형의 많은 문화유산을 체계적으로 수집·보존·전시·연구하기 위해 설립되었다. 이러한 체계적 수집, 연구, 전시를 통해 인류의 문화 자산을 널리 인류와 함께 향유하며, 안으로는 지역의 정체성을 함양하여 애향심을 기르고, 밖으로는 남원의 문화를 선양하여 문화유산을 온전히 후손들에게 전하고자 한다. * 개관일 2004년 5월 1일""","""KTX 상행 : 6시14분, 10시52분, 13시46분, 16시27분, 19시59분  하행 :8시12분, 10시40분, 13시06분, 16시51분, 22시17분 (남원에서 용산까지 2시간 35분이 소요 ) 승용차로 오실 때 서울(호남고속도로) → 전주(17번국도) → 남원(4시간 소요) 대구(광주행 88고속도로)→ 남원(2시간소요) 광주(대구행 88고속도로)→ 남원(1시간소요) 부산(남해고속도로) → 진주 → 함양(88고속도로) → 남원(3시간 30분소요) 강릉(영동고속도로) → 신갈 → 대전(호남고속도로) → 전주 → 남원""",063-620-5790,남원시 시설사업소,2017-05-01
통영옻칠미술관,사립,경상남도 통영시 용남면 용남해안로 36,경상남도 통영시 용남면 화삼리 658,34.855059,128.442932,055-649-5257,통영옻칠미술관,www.ottchil.org,"""주차장, 휴게실, 아트샵""",10:00,18:00,10:00,18:00,"""매주 월요일(월요일이 공휴일인 경우 다음날 휴관), 설, 추석,""",3000,2000,1000,65세이상 노인은 1500원,전통옻칠예술과 현대화된 옻칠창작예술을 감상할 수 있는 국내 유일의 옻칠미술관,,055-649-5257,통영옻칠미술관,2017-05-01
