주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
358-4-000008,무지개주차장,민영,노외,,경상북도 상주시 남성동120-6,33,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,1000,30,1000,,,,현금,,무지개주차장,,36.412630,128.158766,2017-03-31
358-4-000009,상주메디칼주차장,민영,노외,,경상북도 상주시 남성동 119-11,12,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,1000,30,1000,,,,현금,,상주메디칼주차장,,36.412457,128.159197,2017-03-31
277-2-000027,유곡2리마을공영주차장,공영,노외,충청북도 영동군 상촌면 하유곡1길 70,충청북도 영동군 상촌면 유곡리 241,8,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.116514,127.920187,2017-05-08
277-2-000028,추풍령마을공영주차장,공영,노외,충청북도 영동군 추풍령면 추풍령로 489,충청북도 영동군 추풍령면 추풍령리 355-82,20,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.212661,128.000443,2017-05-08
277-2-000029,심천리마을공영주차장,공영,노외,충청북도 영동군 심천면 심천로5길 3-1,충청북도 영동군 심천면 심천리 318-14,13,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.237118,127.721313,2017-05-08
277-2-000030,서송원마을공영주차장,공영,노외,충청북도 영동군 황간면 서송원길 144,충청북도 영동군 황간면 서송원리 709-4,18,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.191281,127.878999,2017-05-08
277-2-000031,영동전통시장제1주차장,공영,노외,충청북도 영동군 영동읍 영산로 1길 13-1,충청북도 영동군 영동읍 계산리 694-16,33,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.175144,127.776001,2017-05-08
277-2-000032,용화면공영주차장,공영,노외,충청북도 영동군 용화면 용화1길 30,충청북도 영동군 용화면 용화리 512,23,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.020480,127.766405,2017-05-08
277-2-000033,유전리마을공영주차장,공영,노외,충청북도 영동군 양강면 유점길 34-6,충청북도 영동군 양강면 유점리 184-1,32,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.125489,127.744621,2017-05-08
277-2-000034,영동전통시장제2주차장,공영,노외,충청북도 영동군 영동읍 영동시장1길 38,충청북도 영동군 영동읍 계산리458-6,62,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.177788,127.774576,2017-05-08
277-2-000035,영산동공영주차장,공영,노외,충청북도 영동군 영동읍 영산로 28,충청북도 영동군 영동읍 계산리 484-6,63,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.177337,127.776275,2017-05-08
277-2-000036,계산동공영주차장,공영,노외,충청북도 영동군 영동읍 중앙로3길 2-4,충청북도 영동군 영동읍 계산리 667-19,132,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.172471,127.780463,2017-05-08
277-2-000037,학산공영주차장,공영,노외,충청북도 영동군 학산면 서산로 56,충청북도 영동군 학산면 서산리 838-2,25,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.098071,127.683863,2017-05-08
277-2-000038,동정리마을주차장,공영,노외,충청북도 영동군 영동읍 동정로 72-23,충청북도 영동군 영동읍 동정리 48-1,15,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.173714,127.789837,2017-05-08
277-2-000039,영산2리중소규모주차장,공영,노외,충청북도 영동군 영동읍 영산로 75-1,충청북도 영동군 영동읍 계산리 867-14,20,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.171338,127.776580,2017-05-08
277-2-000040,공수2리마을공영주차장,공영,노외,충청북도 영동군 매곡면 공수1길 18,충청북도 영동군 매곡면 공수리 500,22,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.162087,127.972541,2017-05-08
277-2-000041,부용1리중소규모주차장,공영,노외,충청북도 영동군 영동읍 부용4길 18-12,충청북도 영동군 영동읍 부용리 334-16,15,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.173569,127.770984,2017-05-08
277-2-000042,영동역유휴부지주차장,공영,노외,충청북도 영동군 영동읍 계산로 87,충청북도 영동군 영동읍 계산리 205-1,93,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.172060,127.786090,2017-05-08
277-2-000043,양가동공영주차장,공영,노외,충청북도 영동군 영동읍 영동천길23-4,충청북도 영동군 영동읍 부용리 173-1,40,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.164319,127.763583,2017-05-08
277-2-000044,산림조합공영주차장,공영,노외,충청북도 영동군 영동읍 학산영동로,충청북도 영동군 영동읍 계산리 458,12,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.790130,127.773768,2017-05-08
277-2-000045,갈기산주차장,공영,노외,충청북도 영동군 학산면 갈기산로 581,충청북도 영동군 학산면 지내리 1395-2,40,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.120076,127.641025,2017-05-08
277-2-000046,묘동소규모주차장,공영,노외,충청북도 영동군 양강면 묘동리 274-2,충청북도 영동군 양강면 묘동리 274-2,17,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.143247,127.746497,2017-05-08
277-2-000047,물한계곡주차장,공영,노외,충청북도 영동군 상촌면 물한리 652-2,충청북도 영동군 상촌면 물한리 652-1,223,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.069770,127.880110,2017-05-08
277-2-000048,서산리중소규모주차장,공영,노외,충청북도 영동군 학산면 서산로 40-1,충청북도 영동군 학산면 서산리 816,5,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.092350,127.700646,2017-05-08
277-2-000049,송호주차장,공영,노외,충청북도 영동군 양산면 송호리 299-2,충청북도 영동군 양산면 송호리 299-1,165,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.130737,127.674272,2017-05-08
277-2-000050,용산면,공영,노상,충청북도 영동군 용산면 구촌리 179-2,충청북도 영동군 용산면 구촌리 179-1,53,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.259551,127.828143,2017-05-08
277-2-000051,중앙지구대 옆,공영,노상,충청북도 영동군 영동읍 중앙로6길 50-2,충청북도 영동군 영동읍 계산리 663-45,33,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.173227,127.782853,2017-05-08
277-1-000001,삼일탑주차장,공영,노상,충청북도 영동군 영동읍 계산로 11-5,충청북도 영동군 영동읍 계산리 685,16,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.177135,127.780424,2017-05-08
277-2-000002,황간천주차장,공영,노외,충청북도 영동군 황간면 남성8길 22,충청북도 영동군 황간면 남성리 674-1,60,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.230963,127.903708,2017-05-08
277-2-000003,추풍령주차장,공영,노외,충청북도 영동군 추풍령면 추풍령로 444,충청북도 영동군 추풍령면 추풍령리 336-90,40,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.213241,127.995913,2017-05-08
277-2-000004,학산주차장,공영,노외,충청북도 영동군 학산면 서산로 56,충청북도 영동군 학산면 서산리 838-2,30,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.098071,127.683863,2017-05-08
277-2-000005,조심동하상주차장,공영,노외,충청북도 영동군 영동읍 새심길 26,충청북도 영동군 영동읍 매천리 89-2,34,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.168817,127.788984,2017-05-08
277-2-000006,영동역환승주차장,공영,노외,충청북도 영동군 영동읍 계산로 87,충청북도 영동군 영동읍 계산리 205-1,169,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.172059,127.786090,2017-05-08
277-2-000007,심천주차장,공영,노외,충청북도 영동군 심천면 심천로5길 5,충청북도 영동군 심천면 심천리 318-6,100,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.237409,127.720324,2017-05-08
277-2-000008,천태산주차장,공영,노외,충청북도 영동군 양산면 영국동길 225,충청북도 영동군 양산면 누교리 1357,208,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.164515,127.623615,2017-05-08
277-2-000009,영동고뒤하상주차장,공영,노외,충청북도 영동군 영동읍 새심길 18,충청북도 영동군 영동읍 매천리 81-1,50,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.168854,127.787099,2017-05-08
277-2-000010,백자전마을공영주차장,공영,노외,충청북도 영동군 용산면 덕진길 69,충청북도 영동군 용산면 백자전리 160-3,13,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.258901,127.840538,2017-05-08
277-2-000011,박계리마을공영주차장,공영,노외,충청북도 영동군 학산면 박계길 29,충청북도 영동군 학산면 박계리 179-1,30,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.106241,127.667081,2017-05-08
277-2-000013,노근리마을공영주차장,공영,노외,충청북도 영동군 황간면 목화실길 34,충청북도 영동군 황간면 노근리 719,10,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.210065,127.881895,2017-05-08
277-2-000014,상지마을공영주차장,공영,노외,충청북도 영동군 학산면 모산길 115,충청북도 영동군 학산면 박계리 1065-3,21,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.112785,127.660190,2017-05-08
277-2-000015,장동마을공영주차장,공영,노외,충청북도 영동군 심천면 장동리 199,충청북도 영동군 심천면 장동길 43-1,18,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.224538,127.683344,2017-05-08
277-2-000016,유곡마을공영주차장,공영,노외,충청북도 영동군 상촌면 유곡길 36,충청북도 영동군 상촌면 유곡리 533-4,12,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.140695,127.913864,2017-05-08
277-1-000002,제방밑주차장,공영,노상,충청북도 영동군 영동읍 영동천2길 47,충청북도 영동군 영동읍 계산리 674-4,151,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.172659,127.779275,2017-05-08
277-1-000003,서외과옆주차장,공영,노상,충청북도 영동군 영동읍 학산영동로 1241,충청북도 영동군 영동읍 부용리 345-67,20,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.173483,127.772942,2017-05-08
277-1-000004,철도변주차장,공영,노상,충청북도 영동군 영동읍 계산로 87,충청북도 영동군 영동읍 계산리 205,161,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.177135,127.780424,2017-05-08
277-1-000005,매천교옆주차장,공영,노상,충청북도 영동군 영동읍 계산로 122,충청북도 영동군 영동읍 계산리 72-7,27,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.169721,127.788960,2017-05-08
277-1-000006,인삼조합앞주차장,공영,노상,충청북도 영동군 영동읍 구교로 28,충청북도 영동군 영동읍 계산리 256-4,27,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.176409,127.780281,2017-05-08
277-1-000007,한전옆주차장,공영,노상,충청북도 영동군 영동읍 계산로2길 10,충청북도 영동군 영동읍 계산리 681-4,25,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.173914,127.778556,2017-05-08
277-2-000001,영동천주차장,공영,노외,충청북도 영동군 영동읍 계산로2길 40,충청북도 영동군 영동읍 계산리 741,454,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.177135,127.780424,2017-05-08
277-2-000017,죽전마을공영주차장,공영,노외,충청북도 영동군 추풍령면 죽전길 107,충청북도 영동군 추풍령면 죽전리 306,18,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.223984,128.025499,2017-05-08
277-2-000018,당곡리마을공영주차장,공영,노외,충청북도 영동군 영동읍 당곡로1길 16,충청북도 영동군 영동읍 당곡리 172-3,24,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.147707,127.823137,2017-05-08
277-2-000019,지내마을공영주차장,공영,노외,충청북도 영동군 학산면 넘벌2길 2,충청북도 영동군 학산면 지내리 562,17,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.100619,127.646205,2017-05-08
277-2-000020,신안마을공영주차장,공영,노외,충청북도 영동군 추풍령면 하신안1길 11,충청북도 영동군 추풍령면 신안리 588,10,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.265333,127.995565,2017-05-08
277-2-000021,매금리마을공영주차장,공영,노외,충청북도 영동군 용산면 매금길 52,충청북도 영동군 용산면 매금리 613-1,20,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.281848,127.827414,2017-05-08
277-2-000022,호탄리마을공영주차장,공영,노외,충청북도 영동군 양산면 호탄길 29,충청북도 영동군 양산면 호탄리 355-1,6,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.133690,127.636891,2017-05-08
277-2-000012,덕진리마을공영주차장,공영,노외,충청북도 영동군 용산면 덕진길 150,충청북도 영동군 용산면 백자전리 381-1,240,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.275235,127.841283,2017-05-08
277-2-000023,아암리마을공영주차장,공영,노외,충청북도 영동군 학산면 공암철동길 28-7,충청북도 영동군 학산면 아암리 687,9,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.081674,127.681679,2017-05-08
277-2-000024,하가리마을공영주차장,공영,노외,충청북도 영동군 영동읍 하가길 66,충청북도 영동군 영동읍 하가리 781-1,12,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.171249,127.775985,2017-05-08
277-2-000025,명천리마을공영주차장,공영,노외,충청북도 영동군 심천면 명천길 28-2,충청북도 영동군 심천면 명천리 370,20,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.175243,127.706243,2017-05-08
277-2-000026,오정리마을공영주차장,공영,노외,충청북도 영동군 영동읍 오정1길 3,충청북도 영동군 영동읍 오탄리 537-1,8,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,충청북도영동군청,043-740-3511,36.194242,127.765932,2017-05-08
308-2-000001,구정마을 주차장,공영,노외,전라북도 익산시 금마면 고도4길 21,전라북도 익산시 금마면 동고도리 625-3,23,3,미시행,평일+토요일+공휴일,09:00,00:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,35.995125,127.053384,2017-05-04
308-2-000002,미륵산임시공영주차장,공영,노외,전라북도 익산시 금마면 미륵사지로 362,전라북도 익산시 금마면 기양리 104-1,47,2,미시행,평일+토요일+공휴일,10:00,01:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-290-6798,36.011784,127.028005,2017-05-04
308-1-000001,남중동 공영주차장,공영,노상,전라북도 익산시 인북로 56길 8,전라북도 익산시 남중동 30-31,35,3,미시행,평일+토요일+공휴일,11:00,02:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-855-3345,35.952014,126.958998,2017-05-04
308-1-000002,북부시장 전용주차장,공영,노상,전라북도 익산시 인북로 259,전라북도 익산시 남중동 35-4,131,1,미시행,평일+토요일+공휴일,12:00,03:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-855-6891,35.952781,126.957880,2017-05-04
308-1-000003,익산시청 후면주차장,공영,노상,전라북도 익산시 인북로 32길 1,전라북도 익산시 남중동 60,67,1,미시행,평일+토요일+공휴일,13:00,04:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,35.949174,126.957881,2017-05-04
308-1-000004,만남의광장 주차장,공영,노상,전라북도 익산시 인북로 38길 1,전라북도 익산시 남중동 86-8,52,2,미시행,평일+토요일+공휴일,14:00,05:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,35.948028,126.959546,2017-05-04
308-2-000003,신동마을 주차장,공영,노외,전라북도 익산시 낭산면 호암신동길 16,전라북도 익산시 낭산면 430-3,50,2,미시행,평일+토요일+공휴일,15:00,06:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-5116,36.069521,127.011107,2017-05-04
308-2-000004,내성마을 주차장,공영,노외,전라북도 익산시 낭산면 내성길 12,전라북도 익산시 낭산면 성남리 312,15,4,미시행,평일+토요일+공휴일,16:00,07:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-856-3494,36.046997,127.022603,2017-05-04
308-2-000005,상석마을 주차장,공영,노외,전라북도 익산시 낭산면 상석1길 41,전라북도 익산시 낭산면 석천리 776-3,15,4,미시행,평일+토요일+공휴일,17:00,08:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-5110,36.065229,127.044673,2017-05-04
308-2-000006,맹동마을 주차장,공영,노외,전라북도 익산시 낭산면 하맹길 101-5,전라북도 익산시 낭산면 구평리 942-1,15,4,미시행,평일+토요일+공휴일,18:00,09:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-5136,36.049974,126.998647,2017-05-04
308-2-000007,호천마을 주차장,공영,노외,전라북도 익산시 낭산면 호천길 114-3,전라북도 익산시 낭산면 석천리 1037-1,60,2,미시행,평일+토요일+공휴일,19:00,10:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.084482,127.036326,2017-05-04
308-2-000008,노동마을 주차장,공영,노외,전라북도 익산시 낭산면 노동길 46,전라북도 익산시 낭산면 구평리 512,9,4,미시행,평일+토요일+공휴일,20:00,11:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-5048,36.062911,127.000101,2017-05-04
308-2-000009,서동로마을 주차장,공영,노외,전라북도 익산시 서동로 40길 20-6,전라북도 익산시 신흥동 700-2,9,4,미시행,평일+토요일+공휴일,21:00,12:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,35.940709,126.981324,2017-05-04
308-2-000010,선리마을 주차장,공영,노외,전라북도 익산시 망성면 선리1길 22,전라북도 익산시 망성면 무형리 525-1,40,3,미시행,평일+토요일+공휴일,22:00,13:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.126607,127.027541,2017-05-04
308-2-000011,교항마을 주차장,공영,노외,전라북도 익산시 망성면 내촌다리목길 56-1,전라북도 익산시 망성면 내촌리 1117-30,15,4,미시행,평일+토요일+공휴일,23:00,14:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.089758,127.059618,2017-05-04
308-2-000012,야정마을 주차장,공영,노외,전라북도 익산시 망성면 야정1길 19,전라북도 익산시 망성면 어량리 622-4,15,4,미시행,평일+토요일+공휴일,00:00,15:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.101992,127.036113,2017-05-04
308-2-000013,고산마을 주차장,공영,노외,전라북도 익산시 망성면 여강로 788-8,전라북도 익산시 망성면 여강로 788-8,32,3,미시행,평일+토요일+공휴일,01:00,16:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.115585,127.040154,2017-05-04
308-2-000014,라평마을 주차장,공영,노외,전라북도 익산시 망성면 라평1길 67-2,전라북도 익산시 망성면 화산리 103-2,21,3,미시행,평일+토요일+공휴일,02:00,17:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-8148,36.135070,127.003234,2017-05-04
308-2-000015,무평마을 주차장,공영,노외,전라북도 익산시 망성면 무평2길 29,전라북도 익산시 망성면 무형리 354-1,12,4,미시행,평일+토요일+공휴일,03:00,18:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-9297,36.125387,127.041438,2017-05-04
308-2-000016,내촌마을 주차장,공영,노외,전라북도 익산시 망성면 내촌1길 7,전라북도 익산시 망성면 내촌리 697-2,14,4,미시행,평일+토요일+공휴일,04:00,19:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.092575,127.053770,2017-05-04
308-1-000005,모현공영주차장,공영,노상,전라북도 익산시 모현동 1가 13-210,전라북도 익산시 모현동 1가 13-210,36,3,미시행,평일+토요일+공휴일,05:00,20:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-3848,35.954862,126.949060,2017-05-04
308-1-000006,배산주차장,공영,노상,전라북도 익산시 모현동 2가 186-1,전라북도 익산시 모현동 2가 186-1,100,1,미시행,평일+토요일+공휴일,06:00,21:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-3848,35.961532,126.940737,2017-05-04
308-2-000017,오상마을 주차장,공영,노외,전라북도 익산시 오동길 14-6,전라북도 익산시 임상동 394-1,4,4,미시행,평일+토요일+공휴일,07:00,22:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-831-0516,35.982057,126.976886,2017-05-04
308-1-000007,부송동 임시공영주차장,공영,노상,전라북도 익산시 부송로 2길 14,전라북도 익산시 부송동 1반,54,2,미시행,평일+토요일+공휴일,08:00,23:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,35.955520,126.993844,2017-05-04
308-2-000018,반월마을 주차장,공영,노외,전라북도 익산시 월성동 160,전라북도 익산시 월성동 160,14,4,미시행,평일+토요일+공휴일,09:00,00:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,35.992163,126.979744,2017-05-04
308-2-000019,원서두마을 주차장,공영,노외,전라북도 익산시 삼기면 서두리 592-1,전라북도 익산시 삼기면 서두리 592-1,25,3,미시행,평일+토요일+공휴일,10:00,01:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.018747,126.978988,2017-05-04
308-2-000020,하갈마을 주차장,공영,노외,전라북도 익산시 삼기면 서두길 16,전라북도 익산시 삼기면 서두리 310-20,31,3,미시행,평일+토요일+공휴일,11:00,02:00,09:00,00:00,09:00,00:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.025429,126.972018,2017-05-04
